Country/Region,Date,Total Number of Cases
United Kingdom,6/4/2020,11
United Kingdom,6/5/2020,11
United Kingdom,6/6/2020,11
United Kingdom,6/7/2020,11
United Kingdom,6/8/2020,11
United Kingdom,6/9/2020,11
United Kingdom,6/10/2020,11
United Kingdom,6/11/2020,11
United Kingdom,6/12/2020,11
United Kingdom,6/13/2020,11
United Kingdom,6/14/2020,11
United Kingdom,6/15/2020,11
United Kingdom,6/16/2020,11
United Kingdom,6/17/2020,11
United Kingdom,6/18/2020,11
United Kingdom,6/19/2020,11
United Kingdom,6/20/2020,11
United Kingdom,6/21/2020,11
United Kingdom,6/22/2020,11
United Kingdom,6/23/2020,11
United Kingdom,6/24/2020,11
United Kingdom,6/25/2020,11
United Kingdom,6/26/2020,11
United Kingdom,6/27/2020,11
United Kingdom,6/28/2020,11
United Kingdom,6/29/2020,11
United Kingdom,6/30/2020,11
United Kingdom,7/1/2020,11
United Kingdom,7/2/2020,11
United Kingdom,7/3/2020,11
United Kingdom,7/4/2020,11
United Kingdom,7/5/2020,11
United Kingdom,7/6/2020,11
United Kingdom,7/7/2020,11
United Kingdom,7/8/2020,11
United Kingdom,7/9/2020,11
United Kingdom,7/10/2020,11
United Kingdom,7/11/2020,12
United Kingdom,7/12/2020,12
United Kingdom,7/13/2020,12
United Kingdom,7/14/2020,12
United Kingdom,7/15/2020,12
United Kingdom,7/16/2020,12
United Kingdom,7/17/2020,12
United Kingdom,7/18/2020,12
United Kingdom,7/19/2020,12
United Kingdom,7/20/2020,12
United Kingdom,7/21/2020,12
United Kingdom,7/22/2020,12
United Kingdom,7/23/2020,12
United Kingdom,7/24/2020,12
United Kingdom,7/25/2020,12
United Kingdom,7/26/2020,12
United Kingdom,7/27/2020,12
United Kingdom,7/28/2020,12
United Kingdom,7/29/2020,12
United Kingdom,7/30/2020,12
United Kingdom,7/31/2020,12
United Kingdom,1/22/2020,0
United Kingdom,1/23/2020,0
United Kingdom,1/24/2020,0
United Kingdom,1/25/2020,0
United Kingdom,1/26/2020,0
United Kingdom,1/27/2020,0
United Kingdom,1/28/2020,0
United Kingdom,1/29/2020,0
United Kingdom,1/30/2020,0
United Kingdom,1/31/2020,2
United Kingdom,2/1/2020,2
United Kingdom,2/2/2020,2
United Kingdom,2/3/2020,8
United Kingdom,2/4/2020,8
United Kingdom,2/5/2020,9
United Kingdom,2/6/2020,9
United Kingdom,2/7/2020,9
United Kingdom,2/8/2020,13
United Kingdom,2/9/2020,14
United Kingdom,2/10/2020,14
United Kingdom,2/11/2020,15
United Kingdom,2/12/2020,16
United Kingdom,2/13/2020,17
United Kingdom,2/14/2020,18
United Kingdom,2/15/2020,18
United Kingdom,2/16/2020,18
United Kingdom,2/17/2020,19
United Kingdom,2/18/2020,19
United Kingdom,2/19/2020,20
United Kingdom,2/20/2020,22
United Kingdom,2/21/2020,23
United Kingdom,2/22/2020,23
United Kingdom,2/23/2020,28
United Kingdom,2/24/2020,30
United Kingdom,2/25/2020,34
United Kingdom,2/26/2020,37
United Kingdom,2/27/2020,44
United Kingdom,2/28/2020,56
United Kingdom,2/29/2020,61
United Kingdom,3/1/2020,94
United Kingdom,3/2/2020,134
United Kingdom,3/3/2020,189
United Kingdom,3/4/2020,245
United Kingdom,3/5/2020,294
United Kingdom,3/6/2020,373
United Kingdom,3/7/2020,428
United Kingdom,3/8/2020,482
United Kingdom,3/9/2020,629
United Kingdom,3/10/2020,887
United Kingdom,3/11/2020,1298
United Kingdom,3/12/2020,1787
United Kingdom,3/13/2020,2266
United Kingdom,3/14/2020,2630
United Kingdom,3/15/2020,3072
United Kingdom,3/16/2020,3684
United Kingdom,3/17/2020,4452
United Kingdom,3/18/2020,5451
United Kingdom,3/19/2020,6506
United Kingdom,3/20/2020,7760
United Kingdom,3/21/2020,8957
United Kingdom,3/22/2020,10333
United Kingdom,3/23/2020,12668
United Kingdom,3/24/2020,15039
United Kingdom,3/25/2020,17732
United Kingdom,3/26/2020,20816
United Kingdom,3/27/2020,24017
United Kingdom,3/28/2020,26839
United Kingdom,3/29/2020,29696
United Kingdom,3/30/2020,33969
United Kingdom,3/31/2020,38484
United Kingdom,4/1/2020,43398
United Kingdom,4/2/2020,48263
United Kingdom,4/3/2020,53178
United Kingdom,4/4/2020,57198
United Kingdom,4/5/2020,60792
United Kingdom,4/6/2020,66067
United Kingdom,4/7/2020,71517
United Kingdom,4/8/2020,76646
United Kingdom,4/9/2020,81498
United Kingdom,4/10/2020,85813
United Kingdom,4/11/2020,89390
United Kingdom,4/12/2020,92885
United Kingdom,4/13/2020,97068
United Kingdom,4/14/2020,101393
United Kingdom,4/15/2020,106458
United Kingdom,4/16/2020,111756
United Kingdom,4/17/2020,116721
United Kingdom,4/18/2020,121437
United Kingdom,4/19/2020,125289
United Kingdom,4/20/2020,130147
United Kingdom,4/21/2020,134907
United Kingdom,4/22/2020,140397
United Kingdom,4/23/2020,145540
United Kingdom,4/24/2020,150513
United Kingdom,4/25/2020,154261
United Kingdom,4/26/2020,157729
United Kingdom,4/27/2020,162431
United Kingdom,4/28/2020,167152
United Kingdom,4/29/2020,172587
United Kingdom,4/30/2020,177543
United Kingdom,5/1/2020,182270
United Kingdom,5/2/2020,185491
United Kingdom,5/3/2020,188465
United Kingdom,5/4/2020,191843
United Kingdom,5/5/2020,195527
United Kingdom,5/6/2020,199358
United Kingdom,5/7/2020,203125
United Kingdom,5/8/2020,206174
United Kingdom,5/9/2020,208324
United Kingdom,5/10/2020,210645
United Kingdom,5/11/2020,214228
United Kingdom,5/12/2020,217617
United Kingdom,5/13/2020,220915
United Kingdom,5/14/2020,223524
United Kingdom,5/15/2020,226041
United Kingdom,5/16/2020,228106
United Kingdom,5/17/2020,229932
United Kingdom,5/18/2020,232506
United Kingdom,5/19/2020,235547
United Kingdom,5/20/2020,238253
United Kingdom,5/21/2020,240795
United Kingdom,5/22/2020,242825
United Kingdom,5/23/2020,244332
United Kingdom,5/24/2020,245680
United Kingdom,5/25/2020,247287
United Kingdom,5/26/2020,248937
United Kingdom,5/27/2020,250739
United Kingdom,5/28/2020,252473
United Kingdom,5/29/2020,253977
United Kingdom,5/30/2020,255076
United Kingdom,5/31/2020,256145
United Kingdom,6/1/2020,257579
United Kingdom,6/2/2020,259046
United Kingdom,6/3/2020,260388
United Kingdom,6/4/2020,261622
United Kingdom,6/5/2020,262727
United Kingdom,6/6/2020,263518
United Kingdom,6/7/2020,264235
United Kingdom,6/8/2020,265321
United Kingdom,6/9/2020,266474
United Kingdom,6/10/2020,267656
United Kingdom,6/11/2020,268657
United Kingdom,6/12/2020,269710
United Kingdom,6/13/2020,270597
United Kingdom,6/14/2020,271404
United Kingdom,6/15/2020,272430
United Kingdom,6/16/2020,273507
United Kingdom,6/17/2020,274504
United Kingdom,6/18/2020,275524
United Kingdom,6/19/2020,276504
United Kingdom,6/20/2020,277170
United Kingdom,6/21/2020,277792
United Kingdom,6/22/2020,278684
United Kingdom,6/23/2020,279566
United Kingdom,6/24/2020,280340
United Kingdom,6/25/2020,281037
United Kingdom,6/26/2020,281675
United Kingdom,6/27/2020,282308
United Kingdom,6/28/2020,282703
United Kingdom,6/29/2020,283307
United Kingdom,6/30/2020,283710
United Kingdom,7/1/2020,283770
United Kingdom,7/2/2020,283774
United Kingdom,7/3/2020,284276
United Kingdom,7/4/2020,284900
United Kingdom,7/5/2020,285416
United Kingdom,7/6/2020,285768
United Kingdom,7/7/2020,286349
United Kingdom,7/8/2020,286979
United Kingdom,7/9/2020,287621
United Kingdom,7/10/2020,288133
United Kingdom,7/11/2020,288953
United Kingdom,7/12/2020,289603
United Kingdom,7/13/2020,290133
United Kingdom,7/14/2020,291373
United Kingdom,7/15/2020,291911
United Kingdom,7/16/2020,292552
United Kingdom,7/17/2020,293239
United Kingdom,7/18/2020,294066
United Kingdom,7/19/2020,294792
United Kingdom,7/20/2020,295372
United Kingdom,7/21/2020,295817
United Kingdom,7/22/2020,296377
United Kingdom,7/23/2020,297146
United Kingdom,7/24/2020,297914
United Kingdom,7/25/2020,298681
United Kingdom,7/26/2020,299426
United Kingdom,7/27/2020,300111
United Kingdom,7/28/2020,300658
United Kingdom,7/29/2020,301455
United Kingdom,7/30/2020,302301
United Kingdom,7/31/2020,303181
US,1/22/2020,1
US,1/23/2020,1
US,1/24/2020,2
US,1/25/2020,2
US,1/26/2020,5
US,1/27/2020,5
US,1/28/2020,5
US,1/29/2020,5
US,1/30/2020,5
US,1/31/2020,7
US,2/1/2020,8
US,2/2/2020,8
US,2/3/2020,11
US,2/4/2020,11
US,2/5/2020,11
US,2/6/2020,11
US,2/7/2020,11
US,2/8/2020,11
US,2/9/2020,11
US,2/10/2020,11
US,2/11/2020,12
US,2/12/2020,12
US,2/13/2020,13
US,2/14/2020,13
US,2/15/2020,13
US,2/16/2020,13
US,2/17/2020,13
US,2/18/2020,13
US,2/19/2020,13
US,2/20/2020,13
US,2/21/2020,15
US,2/22/2020,15
US,2/23/2020,15
US,2/24/2020,15
US,2/25/2020,15
US,2/26/2020,15
US,2/27/2020,16
US,2/28/2020,16
US,2/29/2020,24
US,3/1/2020,30
US,3/2/2020,53
US,3/3/2020,73
US,3/4/2020,104
US,3/5/2020,174
US,3/6/2020,222
US,3/7/2020,337
US,3/8/2020,451
US,3/9/2020,519
US,3/10/2020,711
US,3/11/2020,1109
US,3/12/2020,1561
US,3/13/2020,2157
US,3/14/2020,2870
US,3/15/2020,2968
US,3/16/2020,4360
US,3/17/2020,6141
US,3/18/2020,8917
US,3/19/2020,14157
US,3/20/2020,19479
US,3/21/2020,25825
US,3/22/2020,33761
US,3/23/2020,43850
US,3/24/2020,54112
US,3/25/2020,66055
US,3/26/2020,84091
US,3/27/2020,102276
US,3/28/2020,122069
US,3/29/2020,141205
US,3/30/2020,162707
US,3/31/2020,188724
US,4/1/2020,214205
US,4/2/2020,244610
US,4/3/2020,276547
US,4/4/2020,309699
US,4/5/2020,337573
US,4/6/2020,367215
US,4/7/2020,397992
US,4/8/2020,429686
US,4/9/2020,464442
US,4/10/2020,497943
US,4/11/2020,527969
US,4/12/2020,556522
US,4/13/2020,581813
US,4/14/2020,608878
US,4/15/2020,637974
US,4/16/2020,669272
US,4/17/2020,701996
US,4/18/2020,730337
US,4/19/2020,756375
US,4/20/2020,783716
US,4/21/2020,809318
US,4/22/2020,837422
US,4/23/2020,871617
US,4/24/2020,907908
US,4/25/2020,940829
US,4/26/2020,968518
US,4/27/2020,990983
US,4/28/2020,1015518
US,4/29/2020,1043038
US,4/30/2020,1072667
US,5/1/2020,1106829
US,5/2/2020,1136024
US,5/3/2020,1161611
US,5/4/2020,1184086
US,5/5/2020,1208271
US,5/6/2020,1233527
US,5/7/2020,1261409
US,5/8/2020,1288587
US,5/9/2020,1314320
US,5/10/2020,1334084
US,5/11/2020,1352962
US,5/12/2020,1375152
US,5/13/2020,1396110
US,5/14/2020,1423727
US,5/15/2020,1449027
US,5/16/2020,1474128
US,5/17/2020,1493132
US,5/18/2020,1514901
US,5/19/2020,1535350
US,5/20/2020,1559157
US,5/21/2020,1584512
US,5/22/2020,1608653
US,5/23/2020,1630476
US,5/24/2020,1651289
US,5/25/2020,1670280
US,5/26/2020,1689163
US,5/27/2020,1707445
US,5/28/2020,1730260
US,5/29/2020,1754764
US,5/30/2020,1779214
US,5/31/2020,1799124
US,6/1/2020,1816479
US,6/2/2020,1837374
US,6/3/2020,1857332
US,6/4/2020,1878683
US,6/5/2020,1903907
US,6/6/2020,1926639
US,6/7/2020,1944370
US,6/8/2020,1961785
US,6/9/2020,1979912
US,6/10/2020,2000706
US,6/11/2020,2023656
US,6/12/2020,2048986
US,6/13/2020,2074542
US,6/14/2020,2094366
US,6/15/2020,2114026
US,6/16/2020,2137731
US,6/17/2020,2163290
US,6/18/2020,2191099
US,6/19/2020,2222579
US,6/20/2020,2255328
US,6/21/2020,2281767
US,6/22/2020,2312303
US,6/23/2020,2347491
US,6/24/2020,2382426
US,6/25/2020,2422299
US,6/26/2020,2467554
US,6/27/2020,2510259
US,6/28/2020,2549864
US,6/29/2020,2590668
US,6/30/2020,2636414
US,7/1/2020,2687588
US,7/2/2020,2742049
US,7/3/2020,2795361
US,7/4/2020,2841241
US,7/5/2020,2891124
US,7/6/2020,2936077
US,7/7/2020,2996098
US,7/8/2020,3054699
US,7/9/2020,3117946
US,7/10/2020,3185737
US,7/11/2020,3245925
US,7/12/2020,3304942
US,7/13/2020,3364157
US,7/14/2020,3431574
US,7/15/2020,3498902
US,7/16/2020,3576157
US,7/17/2020,3647715
US,7/18/2020,3711413
US,7/19/2020,3773260
US,7/20/2020,3834677
US,7/21/2020,3899211
US,7/22/2020,3970121
US,7/23/2020,4038816
US,7/24/2020,4112531
US,7/25/2020,4178970
US,7/26/2020,4233923
US,7/27/2020,4290337
US,7/28/2020,4356206
US,7/29/2020,4426982
US,7/30/2020,4495015
US,7/31/2020,4562038
Canada,1/22/2020,0
Canada,1/23/2020,0
Canada,1/24/2020,0
Canada,1/25/2020,0
Canada,1/26/2020,0
Canada,1/27/2020,0
Canada,1/28/2020,0
Canada,1/29/2020,0
Canada,1/30/2020,0
Canada,1/31/2020,0
Canada,2/1/2020,0
Canada,2/2/2020,0
Canada,2/3/2020,0
Canada,2/4/2020,0
Canada,2/5/2020,0
Canada,2/6/2020,0
Canada,2/7/2020,0
Canada,2/8/2020,0
Canada,2/9/2020,0
Canada,2/10/2020,0
Canada,2/11/2020,0
Canada,2/12/2020,0
Canada,2/13/2020,0
Canada,2/14/2020,0
Canada,2/15/2020,0
Canada,2/16/2020,0
Canada,2/17/2020,0
Canada,2/18/2020,0
Canada,2/19/2020,0
Canada,2/20/2020,0
Canada,2/21/2020,0
Canada,2/22/2020,0
Canada,2/23/2020,0
Canada,2/24/2020,0
Canada,2/25/2020,0
Canada,2/26/2020,0
Canada,2/27/2020,0
Canada,2/28/2020,0
Canada,2/29/2020,0
Canada,3/1/2020,0
Canada,3/2/2020,0
Canada,3/3/2020,0
Canada,3/4/2020,0
Canada,3/5/2020,0
Canada,3/6/2020,0
Canada,3/7/2020,0
Canada,3/8/2020,0
Canada,3/9/2020,0
Canada,3/10/2020,0
Canada,3/11/2020,0
Canada,3/12/2020,0
Canada,3/13/2020,0
Canada,3/14/2020,0
Canada,3/15/2020,0
Canada,3/16/2020,0
Canada,3/17/2020,0
Canada,3/18/2020,0
Canada,3/19/2020,0
Canada,3/20/2020,0
Canada,3/21/2020,0
Canada,3/22/2020,0
Canada,3/23/2020,0
Canada,3/24/2020,0
Canada,3/25/2020,0
Canada,3/26/2020,0
Canada,3/27/2020,0
Canada,3/28/2020,0
Canada,3/29/2020,0
Canada,3/30/2020,0
Canada,3/31/2020,0
Canada,4/1/2020,0
Canada,4/2/2020,0
Canada,4/3/2020,0
Canada,4/4/2020,0
Canada,4/5/2020,0
Canada,4/6/2020,0
Canada,4/7/2020,0
Canada,4/8/2020,0
Canada,4/9/2020,0
Canada,4/10/2020,0
Canada,4/11/2020,0
Canada,4/12/2020,0
Canada,4/13/2020,0
Canada,4/14/2020,0
Canada,4/15/2020,0
Canada,4/16/2020,0
Canada,4/17/2020,0
Canada,4/18/2020,0
Canada,4/19/2020,0
Canada,4/20/2020,0
Canada,4/21/2020,0
Canada,4/22/2020,0
Canada,4/23/2020,0
Canada,4/24/2020,0
Canada,4/25/2020,0
Canada,4/26/2020,0
Canada,4/27/2020,0
Canada,4/28/2020,0
Canada,4/29/2020,0
Canada,4/30/2020,0
Canada,5/1/2020,1
Canada,5/2/2020,1
Canada,5/3/2020,1
Canada,5/4/2020,1
Canada,5/5/2020,1
Canada,5/6/2020,1
Canada,5/7/2020,1
Canada,5/8/2020,1
Canada,5/9/2020,1
Canada,5/10/2020,1
Canada,5/11/2020,1
Canada,5/12/2020,1
Canada,5/13/2020,1
Canada,5/14/2020,1
Canada,5/15/2020,1
Canada,5/16/2020,1
Canada,5/17/2020,1
Canada,5/18/2020,1
Canada,5/19/2020,1
Canada,5/20/2020,1
Canada,5/21/2020,1
Canada,5/22/2020,1
Canada,5/23/2020,1
Canada,5/24/2020,1
Canada,5/25/2020,1
Canada,5/26/2020,1
Canada,5/27/2020,1
Canada,5/28/2020,1
Canada,5/29/2020,1
Canada,5/30/2020,1
Canada,5/31/2020,1
Canada,6/1/2020,1
Canada,6/2/2020,0
Canada,6/3/2020,0
Canada,6/4/2020,0
Canada,6/5/2020,0
Canada,6/6/2020,0
Canada,6/7/2020,0
Canada,6/8/2020,0
Canada,6/9/2020,0
Canada,6/10/2020,0
Canada,6/11/2020,0
Canada,6/12/2020,0
Canada,6/13/2020,0
Canada,6/14/2020,0
Canada,6/15/2020,0
Canada,6/16/2020,0
Canada,6/17/2020,0
Canada,6/18/2020,0
Canada,6/19/2020,0
Canada,6/20/2020,0
Canada,6/21/2020,0
Canada,6/22/2020,0
Canada,6/23/2020,0
Canada,6/24/2020,0
Canada,6/25/2020,0
Canada,6/26/2020,0
Canada,6/27/2020,0
Canada,6/28/2020,0
Canada,6/29/2020,0
Canada,6/30/2020,0
Canada,7/1/2020,0
Canada,7/2/2020,0
Canada,7/3/2020,0
Canada,7/4/2020,0
Canada,7/5/2020,0
Canada,7/6/2020,0
Canada,7/7/2020,0
Canada,7/8/2020,0
Canada,7/9/2020,0
Canada,7/10/2020,0
Canada,7/11/2020,0
Canada,7/12/2020,0
Canada,7/13/2020,0
Canada,7/14/2020,0
Canada,7/15/2020,0
Canada,7/16/2020,0
Canada,7/17/2020,0
Canada,7/18/2020,0
Canada,7/19/2020,0
Canada,7/20/2020,0
Canada,7/21/2020,0
Canada,7/22/2020,0
Canada,7/23/2020,0
Canada,7/24/2020,0
Canada,7/25/2020,0
Canada,7/26/2020,0
Canada,7/27/2020,0
Canada,7/28/2020,0
Canada,7/29/2020,0
Canada,7/30/2020,0
Canada,7/31/2020,0
Canada,1/22/2020,0
Canada,1/23/2020,0
Canada,1/24/2020,0
Canada,1/25/2020,0
Canada,1/26/2020,0
Canada,1/27/2020,0
Canada,1/28/2020,0
Canada,1/29/2020,0
Canada,1/30/2020,0
Canada,1/31/2020,0
Canada,2/1/2020,0
Canada,2/2/2020,0
Canada,2/3/2020,0
Canada,2/4/2020,0
Canada,2/5/2020,0
Canada,2/6/2020,0
Canada,2/7/2020,0
Canada,2/8/2020,0
Canada,2/9/2020,0
Canada,2/10/2020,0
Canada,2/11/2020,0
Canada,2/12/2020,0
Canada,2/13/2020,0
Canada,2/14/2020,0
Canada,2/15/2020,0
Canada,2/16/2020,0
Canada,2/17/2020,0
Canada,2/18/2020,0
Canada,2/19/2020,0
Canada,2/20/2020,0
Canada,2/21/2020,0
Canada,2/22/2020,0
Canada,2/23/2020,0
Canada,2/24/2020,0
Canada,2/25/2020,0
Canada,2/26/2020,0
Canada,2/27/2020,0
Canada,2/28/2020,0
Canada,2/29/2020,0
Canada,3/1/2020,0
Canada,3/2/2020,0
Canada,3/3/2020,0
Canada,3/4/2020,0
Canada,3/5/2020,0
Canada,3/6/2020,0
Canada,3/7/2020,0
Canada,3/8/2020,0
Canada,3/9/2020,0
Canada,3/10/2020,0
Canada,3/11/2020,0
Canada,3/12/2020,0
Canada,3/13/2020,0
Canada,3/14/2020,0
Canada,3/15/2020,0
Canada,3/16/2020,0
Canada,3/17/2020,0
Canada,3/18/2020,0
Canada,3/19/2020,0
Canada,3/20/2020,0
Canada,3/21/2020,0
Canada,3/22/2020,0
Canada,3/23/2020,0
Canada,3/24/2020,0
Canada,3/25/2020,0
Canada,3/26/2020,1
Canada,3/27/2020,1
Canada,3/28/2020,1
Canada,3/29/2020,1
Canada,3/30/2020,1
Canada,3/31/2020,1
Canada,4/1/2020,2
Canada,4/2/2020,2
Canada,4/3/2020,2
Canada,4/4/2020,4
Canada,4/5/2020,4
Canada,4/6/2020,5
Canada,4/7/2020,5
Canada,4/8/2020,5
Canada,4/9/2020,5
Canada,4/10/2020,5
Canada,4/11/2020,5
Canada,4/12/2020,5
Canada,4/13/2020,5
Canada,4/14/2020,5
Canada,4/15/2020,5
Canada,4/16/2020,5
Canada,4/17/2020,5
Canada,4/18/2020,5
Canada,4/19/2020,5
Canada,4/20/2020,5
Canada,4/21/2020,5
Canada,4/22/2020,5
Canada,4/23/2020,5
Canada,4/24/2020,5
Canada,4/25/2020,5
Canada,4/26/2020,5
Canada,4/27/2020,5
Canada,4/28/2020,5
Canada,4/29/2020,5
Canada,4/30/2020,5
Canada,5/1/2020,5
Canada,5/2/2020,5
Canada,5/3/2020,5
Canada,5/4/2020,5
Canada,5/5/2020,5
Canada,5/6/2020,5
Canada,5/7/2020,5
Canada,5/8/2020,5
Canada,5/9/2020,5
Canada,5/10/2020,5
Canada,5/11/2020,5
Canada,5/12/2020,5
Canada,5/13/2020,5
Canada,5/14/2020,5
Canada,5/15/2020,5
Canada,5/16/2020,5
Canada,5/17/2020,5
Canada,5/18/2020,5
Canada,5/19/2020,5
Canada,5/20/2020,5
Canada,5/21/2020,5
Canada,5/22/2020,5
Canada,5/23/2020,5
Canada,5/24/2020,5
Canada,5/25/2020,5
Canada,5/26/2020,5
Canada,5/27/2020,5
Canada,5/28/2020,5
Canada,5/29/2020,5
Canada,5/30/2020,5
Canada,5/31/2020,5
Canada,6/1/2020,5
Canada,6/2/2020,5
Canada,6/3/2020,5
Canada,6/4/2020,5
Canada,6/5/2020,5
Canada,6/6/2020,5
Canada,6/7/2020,5
Canada,6/8/2020,5
Canada,6/9/2020,5
Canada,6/10/2020,5
Canada,6/11/2020,5
Canada,6/12/2020,5
Canada,6/13/2020,5
Canada,6/14/2020,5
Canada,6/15/2020,5
Canada,6/16/2020,5
Canada,6/17/2020,5
Canada,6/18/2020,5
Canada,6/19/2020,5
Canada,6/20/2020,5
Canada,6/21/2020,5
Canada,6/22/2020,5
Canada,6/23/2020,5
Canada,6/24/2020,5
Canada,6/25/2020,5
Canada,6/26/2020,5
Canada,6/27/2020,5
Canada,6/28/2020,5
Canada,6/29/2020,5
Canada,6/30/2020,5
Canada,7/1/2020,5
Canada,7/2/2020,5
Canada,7/3/2020,5
Canada,7/4/2020,5
Canada,7/5/2020,5
Canada,7/6/2020,5
Canada,7/7/2020,5
Canada,7/8/2020,5
Canada,7/9/2020,5
Canada,7/10/2020,5
Canada,7/11/2020,5
Canada,7/12/2020,5
Canada,7/13/2020,5
Canada,7/14/2020,5
Canada,7/15/2020,5
Canada,7/16/2020,5
Canada,7/17/2020,5
Canada,7/18/2020,5
Canada,7/19/2020,5
Canada,7/20/2020,5
Canada,7/21/2020,5
Canada,7/22/2020,5
Canada,7/23/2020,5
Canada,7/24/2020,5
Canada,7/25/2020,5
Canada,7/26/2020,5
Canada,7/27/2020,5
Canada,7/28/2020,5
Canada,7/29/2020,5
Canada,7/30/2020,5
Canada,7/31/2020,5
Canada,1/22/2020,0
Canada,1/23/2020,0
Canada,1/24/2020,0
Canada,1/25/2020,0
Canada,1/26/2020,0
Canada,1/27/2020,0
Canada,1/28/2020,0
Canada,1/29/2020,0
Canada,1/30/2020,0
Canada,1/31/2020,0
Canada,2/1/2020,0
Canada,2/2/2020,0
Canada,2/3/2020,0
Canada,2/4/2020,0
Canada,2/5/2020,0
Canada,2/6/2020,0
Canada,2/7/2020,0
Canada,2/8/2020,0
Canada,2/9/2020,0
Canada,2/10/2020,0
Canada,2/11/2020,0
Canada,2/12/2020,0
Canada,2/13/2020,0
Canada,2/14/2020,0
Canada,2/15/2020,0
Canada,2/16/2020,0
Canada,2/17/2020,0
Canada,2/18/2020,0
Canada,2/19/2020,0
Canada,2/20/2020,0
Canada,2/21/2020,0
Canada,2/22/2020,0
Canada,2/23/2020,0
Canada,2/24/2020,0
